article_title,country,revision_id,population,region,article_quality
Prega Ramsamy,Mauritania,1159629985,4.9,WESTERN AFRICA,Start
Johnson Roussety,Mauritania,1240586450,4.9,WESTERN AFRICA,Stub
Showkutally Soodhun,Mauritania,1230259825,4.9,WESTERN AFRICA,Stub
Subhasnee,Mauritania,1154754342,4.9,WESTERN AFRICA,Stub
Erhart Aten,Federated States of Micronesia,1218218803,0.1,OCEANIA,Stub
Gideon Doone,Federated States of Micronesia,1227035650,0.1,OCEANIA,Stub
John Ehsa,Federated States of Micronesia,1216588152,0.1,OCEANIA,Start
Jack Fritz (politician),Federated States of Micronesia,1188817966,0.1,OCEANIA,Stub
Tony Ganngiyan,Federated States of Micronesia,1153029460,0.1,OCEANIA,Stub
Gerson Jackson,Federated States of Micronesia,1239995409,0.1,OCEANIA,Start
Lyndon Jackson,Federated States of Micronesia,1231681393,0.1,OCEANIA,Start
John Mangefel,Federated States of Micronesia,1242010533,0.1,OCEANIA,Stub
Esmond Moses,Federated States of Micronesia,1188817746,0.1,OCEANIA,Stub
Masao Nakayama,Federated States of Micronesia,1231670592,0.1,OCEANIA,Start
Wesley Simina,Federated States of Micronesia,1247242628,0.1,OCEANIA,Start
Ansito Walter,Federated States of Micronesia,1231680092,0.1,OCEANIA,Start
Robert Weilbacher,Federated States of Micronesia,1185904613,0.1,OCEANIA,Start
Strik Yoma,Federated States of Micronesia,1239995431,0.1,OCEANIA,Stub
Adrian Albu,Moldova,1201441837,3.4,EASTERN EUROPE,Stub
Alexandr Petkov,Moldova,1232238202,3.4,EASTERN EUROPE,Stub
Arcadie Capcelea,Moldova,1232238412,3.4,EASTERN EUROPE,Stub
Oleg Balan,Moldova,1240225655,3.4,EASTERN EUROPE,Start
Galina Balmoș,Moldova,1232398089,3.4,EASTERN EUROPE,Stub
Mihail Barbulat,Moldova,1232398121,3.4,EASTERN EUROPE,Stub
Valentin Beniuc,Moldova,1232398481,3.4,EASTERN EUROPE,Stub
Vlad Bilețchi,Moldova,1200644828,3.4,EASTERN EUROPE,C
Vasile Bîtca,Moldova,1203790429,3.4,EASTERN EUROPE,Start
Valeriu Bulgari,Moldova,1203782667,3.4,EASTERN EUROPE,Stub
Larisa Catrinici,Moldova,1232400756,3.4,EASTERN EUROPE,Stub
Ion Ceban,Moldova,1250593639,3.4,EASTERN EUROPE,C
Vladimir Cebotari,Moldova,1242626807,3.4,EASTERN EUROPE,C
Mihail Cibotaru,Moldova,1232590199,3.4,EASTERN EUROPE,Stub
Ion Constantin Ciobanu,Moldova,1236291646,3.4,EASTERN EUROPE,Start
Romulus Cioflec,Moldova,1217161284,3.4,EASTERN EUROPE,Start
Petru Comendant,Moldova,1226754329,3.4,EASTERN EUROPE,Stub
Artur Cozma,Moldova,1203784912,3.4,EASTERN EUROPE,Stub
Pavel Creangă,Moldova,1230089280,3.4,EASTERN EUROPE,Stub
Cristina Gherasimov,Moldova,1232591535,3.4,EASTERN EUROPE,Stub
Andrei Cucu,Moldova,1240176226,3.4,EASTERN EUROPE,Stub
Vladimir Darie,Moldova,1164754853,3.4,EASTERN EUROPE,Start
Veaceslav Dobîndă,Moldova,1166993886,3.4,EASTERN EUROPE,Stub
Mihail Druță,Moldova,1232591884,3.4,EASTERN EUROPE,Stub
Alexandru Esaulenco,Moldova,1166993985,3.4,EASTERN EUROPE,Stub
Eugeniu Nichiforciuc,Moldova,1232591966,3.4,EASTERN EUROPE,Stub
Gheorghe Ichim,Moldova,1232592316,3.4,EASTERN EUROPE,Stub
Gheorghe Lungu (politician),Moldova,1232592378,3.4,EASTERN EUROPE,Stub
Eugen Gladun,Moldova,1226755339,3.4,EASTERN EUROPE,Stub
Iuliana Gorea-Costin,Moldova,1246688078,3.4,EASTERN EUROPE,Start
Vitalie Gorincioi,Moldova,1232592554,3.4,EASTERN EUROPE,Stub
Vasile Grădinaru,Moldova,1242620401,3.4,EASTERN EUROPE,Stub
Eduard Grama,Moldova,1203781908,3.4,EASTERN EUROPE,Stub
Anatol Grimalschi,Moldova,1171481822,3.4,EASTERN EUROPE,Stub
Vladimir Gurițenco,Moldova,1167148536,3.4,EASTERN EUROPE,Stub
Vasile Iovv,Moldova,1232593134,3.4,EASTERN EUROPE,Stub
Andrei Ivanțoc,Moldova,1194205679,3.4,EASTERN EUROPE,Start
Gheorghe Malarciuc,Moldova,1200667979,3.4,EASTERN EUROPE,Start
Mihail Manoli,Moldova,1232772683,3.4,EASTERN EUROPE,Stub
Radu Marian (politician),Moldova,1232109911,3.4,EASTERN EUROPE,Stub
Constantin Mihăilescu,Moldova,1189661987,3.4,EASTERN EUROPE,Stub
Constantin Mimi,Moldova,1154939115,3.4,EASTERN EUROPE,Start
Timofei Moșneaga,Moldova,1243922515,3.4,EASTERN EUROPE,C
Alexandr Nesterovschi,Moldova,1232773245,3.4,EASTERN EUROPE,Stub
Dumitru Nidelcu,Moldova,1232773295,3.4,EASTERN EUROPE,Stub
"Aleksandr Nikitin (politician, born 1987)",Moldova,1246754862,3.4,EASTERN EUROPE,Start
Grigore Novac,Moldova,1221538963,3.4,EASTERN EUROPE,Stub
Ion Păduraru,Moldova,1232773604,3.4,EASTERN EUROPE,Stub
Vasile Parasca,Moldova,1232773668,3.4,EASTERN EUROPE,Stub
Iacob Popovici,Moldova,1170486794,3.4,EASTERN EUROPE,Stub
Maria Postoico,Moldova,1239626851,3.4,EASTERN EUROPE,Start
Dumitru Pulbere,Moldova,1170743473,3.4,EASTERN EUROPE,Stub
Larisa Șavga,Moldova,1232778139,3.4,EASTERN EUROPE,Stub
Sergiu Palihovici,Moldova,1232778308,3.4,EASTERN EUROPE,Stub
Mihai Severovan,Moldova,1232778342,3.4,EASTERN EUROPE,Stub
Eugeniu Șlopac,Moldova,1205562439,3.4,EASTERN EUROPE,Stub
Eduard Smirnov,Moldova,1232778549,3.4,EASTERN EUROPE,Stub
Nichita Smochină,Moldova,1250144999,3.4,EASTERN EUROPE,FA
Andrei Spînu,Moldova,1223026665,3.4,EASTERN EUROPE,Stub
Sergiu Stati,Moldova,1232778665,3.4,EASTERN EUROPE,Stub
Leonid Talmaci,Moldova,1232777359,3.4,EASTERN EUROPE,Stub
Valentina Țapiș,Moldova,1232777509,3.4,EASTERN EUROPE,Stub
Dmitri Todoroglo,Moldova,1242167834,3.4,EASTERN EUROPE,Stub
Valeriu Troenco,Moldova,1232777781,3.4,EASTERN EUROPE,Stub
Victor Țvircun,Moldova,1232776378,3.4,EASTERN EUROPE,Stub
Victor Țopa,Moldova,1247836480,3.4,EASTERN EUROPE,Stub
Boris Volosatîi,Moldova,1217912056,3.4,EASTERN EUROPE,C
Vitalie Vrabie,Moldova,1232776874,3.4,EASTERN EUROPE,Stub
Jean-Charles Allavena,Monaco,1222705482,0.0,WESTERN EUROPE,Start
Laurent Anselmi,Monaco,1228785159,0.0,WESTERN EUROPE,Start
Camille Blanc,Monaco,1247535187,0.0,WESTERN EUROPE,Start
Robert Calcagno,Monaco,1135814202,0.0,WESTERN EUROPE,C
Jean Castellini,Monaco,1249358704,0.0,WESTERN EUROPE,Stub
Paul Demange (politician),Monaco,1229443213,0.0,WESTERN EUROPE,Stub
Catherine Fautrier,Monaco,1219297450,0.0,WESTERN EUROPE,Stub
Paul Masseron,Monaco,1222114102,0.0,WESTERN EUROPE,Start
Thierry Poyet,Monaco,960140393,0.0,WESTERN EUROPE,Stub
Gilles Tonelli,Monaco,1183193100,0.0,WESTERN EUROPE,B
Chilkhaajavyn Avday,Mongolia,1051560376,3.5,EAST ASIA,Stub
Dendeviin Terbishdagva,Mongolia,1243521548,3.5,EAST ASIA,Stub
Tsakhiagiin Elbegdorj,Mongolia,1247488873,3.5,EAST ASIA,B
Luvsannyamyn Gantömör,Mongolia,1247359859,3.5,EAST ASIA,Stub
Diluwa Khutugtu Jamsrangjab,Mongolia,1246273574,3.5,EAST ASIA,Start
Bayantömöriin Khaisan,Mongolia,1239033698,3.5,EAST ASIA,C
Mijiddorjiin Khanddorj,Mongolia,1221669826,3.5,EAST ASIA,C
Tsendiin Mönkh-Orgil,Mongolia,1243514846,3.5,EAST ASIA,C
Luvsannamsrain Oyun-Erdene,Mongolia,1249970172,3.5,EAST ASIA,GA
Dritan Abazović,Montenegro,1249023085,0.6,SOUTHERN EUROPE,GA
Božidar Bojović,Montenegro,1245226687,0.6,SOUTHERN EUROPE,Start
Jevrem Brković,Montenegro,1224150168,0.6,SOUTHERN EUROPE,C
Predrag Bulatović,Montenegro,1158653391,0.6,SOUTHERN EUROPE,Start
Miodrag Davidović,Montenegro,1211829162,0.6,SOUTHERN EUROPE,C
Vladimir Dobričanin,Montenegro,1245226697,0.6,SOUTHERN EUROPE,C
Dobrilo Dedeić,Montenegro,696310078,0.6,SOUTHERN EUROPE,Stub
Sekula Drljević,Montenegro,1245746700,0.6,SOUTHERN EUROPE,GA
Fatmir Gjeka,Montenegro,1245226714,0.6,SOUTHERN EUROPE,Start
Milutin Jelić,Montenegro,1220446053,0.6,SOUTHERN EUROPE,C
Batrić Jovanović,Montenegro,1152984878,0.6,SOUTHERN EUROPE,Stub
Jovan Kavarić,Montenegro,1245226560,0.6,SOUTHERN EUROPE,Stub
Zdravko Krivokapić,Montenegro,1244571902,0.6,SOUTHERN EUROPE,FA
Vujica Lazović,Montenegro,1224035540,0.6,SOUTHERN EUROPE,Start
Vladimir Leposavić,Montenegro,1243518946,0.6,SOUTHERN EUROPE,C
Stjepan Mitrov Ljubiša,Montenegro,1240189643,0.6,SOUTHERN EUROPE,C
Stevan Lukačević,Montenegro,1245226568,0.6,SOUTHERN EUROPE,Stub
Branko Lukovac,Montenegro,1190555971,0.6,SOUTHERN EUROPE,Stub
Savić Marković Štedimlija,Montenegro,1245661005,0.6,SOUTHERN EUROPE,C
Tarzan Milošević,Montenegro,1234111779,0.6,SOUTHERN EUROPE,Stub
Iko Mirković,Montenegro,1245226569,0.6,SOUTHERN EUROPE,Start
Fuad Nimani,Montenegro,1242012404,0.6,SOUTHERN EUROPE,Stub
Darko Pajović,Montenegro,1246942243,0.6,SOUTHERN EUROPE,C
Vladimir Pavićević,Montenegro,1207040463,0.6,SOUTHERN EUROPE,Start
Jovan Pavlović (politician),Montenegro,1226935449,0.6,SOUTHERN EUROPE,Stub
Andrija Popović,Montenegro,1245227218,0.6,SOUTHERN EUROPE,C
Evgenije Popović,Montenegro,1243083065,0.6,SOUTHERN EUROPE,Start
Novica Radović,Montenegro,1242578375,0.6,SOUTHERN EUROPE,Start
Miloš Radulović (politician),Montenegro,1207823889,0.6,SOUTHERN EUROPE,Stub
Nešo Šćepović,Montenegro,1245226578,0.6,SOUTHERN EUROPE,Start
Budimir Šegrt,Montenegro,1122440109,0.6,SOUTHERN EUROPE,Stub
Sergej Sekulović,Montenegro,1183676446,0.6,SOUTHERN EUROPE,Stub
Aleksandar Stijović,Montenegro,1243518923,0.6,SOUTHERN EUROPE,Start
Lazar Tomanović,Montenegro,1243083023,0.6,SOUTHERN EUROPE,Start
Lujo Vojnović,Montenegro,1246357379,0.6,SOUTHERN EUROPE,C
Dejan Vukšić,Montenegro,1177292473,0.6,SOUTHERN EUROPE,Start
Abu Bakr Ibn Abi Zaid as-Slawi,Morocco,1245183760,37.0,NORTHERN AFRICA,Stub
Mohamed Ali El Admi,Morocco,1055102528,37.0,NORTHERN AFRICA,Stub
Mahjoubi Aherdane,Morocco,1244052254,37.0,NORTHERN AFRICA,Start
Ba Ahmed,Morocco,1082884635,37.0,NORTHERN AFRICA,Start
Moulay Ahmed Alaoui,Morocco,1246012243,37.0,NORTHERN AFRICA,Start
Abderrahmane Amalou,Morocco,1249089950,37.0,NORTHERN AFRICA,Stub
Saaïd Amzazi,Morocco,1249054415,37.0,NORTHERN AFRICA,Stub
Abdessamad Archane,Morocco,1245185308,37.0,NORTHERN AFRICA,Stub
Mustapha Bakkoury,Morocco,1155781381,37.0,NORTHERN AFRICA,C
Ahmed Balafrej,Morocco,1244050839,37.0,NORTHERN AFRICA,C
Abdelouahed Belkeziz,Morocco,1244051993,37.0,NORTHERN AFRICA,Start
Moncef Belkhayat,Morocco,1244680788,37.0,NORTHERN AFRICA,Start
Mehdi Ben Barka,Morocco,1250624406,37.0,NORTHERN AFRICA,C
Mohamed Benchaaboun,Morocco,1245188693,37.0,NORTHERN AFRICA,C
Hakim Benchamach,Morocco,1244051294,37.0,NORTHERN AFRICA,Stub
Ahmed Benjelloun,Morocco,1245188391,37.0,NORTHERN AFRICA,Stub
Omar Benjelloun,Morocco,1245187417,37.0,NORTHERN AFRICA,Start
Fadel Benyaich,Morocco,1245186940,37.0,NORTHERN AFRICA,Start
Driss Benzekri (activist),Morocco,1244051602,37.0,NORTHERN AFRICA,Start
Abderrahim Bouabid,Morocco,1246010673,37.0,NORTHERN AFRICA,Start
M'hamed Boucetta,Morocco,1243831971,37.0,NORTHERN AFRICA,Stub
Nasser Bourita,Morocco,1243832858,37.0,NORTHERN AFRICA,C
Abdelghani Bousta,Morocco,1243833677,37.0,NORTHERN AFRICA,B
Abdelhadi Boutaleb,Morocco,1245185566,37.0,NORTHERN AFRICA,Stub
Brahim Boutaleb,Morocco,1243832092,37.0,NORTHERN AFRICA,Start
Miloud Chaabi,Morocco,1246871230,37.0,NORTHERN AFRICA,C
Mohamed Haddou Chiguer,Morocco,1243832439,37.0,NORTHERN AFRICA,Stub
Rochdi Chraibi,Morocco,1245329843,37.0,NORTHERN AFRICA,Stub
Mohammed al-Hajj ibn Mohammed al-Dila'i,Morocco,1250398472,37.0,NORTHERN AFRICA,Start
Anas Doukkali,Morocco,1245329508,37.0,NORTHERN AFRICA,Stub
Khalihenna Ould Errachid,Morocco,1215616785,37.0,NORTHERN AFRICA,GA
Mohamed El Fassi,Morocco,1190167672,37.0,NORTHERN AFRICA,Start
Ahmed al-Hiba,Morocco,1241880564,37.0,NORTHERN AFRICA,Start
Ahmed ibn Abi Mahalli,Morocco,1224487470,37.0,NORTHERN AFRICA,GA
Abdellatif Jouahri,Morocco,1246185063,37.0,NORTHERN AFRICA,Start
Mohammed Kabbaj,Morocco,1246358836,37.0,NORTHERN AFRICA,Stub
Abdelhafid Kadiri,Morocco,1243832532,37.0,NORTHERN AFRICA,Stub
Abdellah Kadiri,Morocco,1246403569,37.0,NORTHERN AFRICA,Start
Muhammad al-Kattani,Morocco,1246285307,37.0,NORTHERN AFRICA,GA
Khanatha bint Bakkar,Morocco,1249128711,37.0,NORTHERN AFRICA,C
Mohand Laenser,Morocco,1244052275,37.0,NORTHERN AFRICA,Stub
Mohammed Karim Lamrani,Morocco,1243832238,37.0,NORTHERN AFRICA,C
Azzeddine Laraki,Morocco,1246571939,37.0,NORTHERN AFRICA,C
Mohammed VI of Morocco,Morocco,1250885775,37.0,NORTHERN AFRICA,B
Abdelkrim Motii,Morocco,1245329075,37.0,NORTHERN AFRICA,Stub
Khalid Naciri,Morocco,1244051184,37.0,NORTHERN AFRICA,Stub
Mohammed al-Makki al-Nasiri,Morocco,1245184093,37.0,NORTHERN AFRICA,Stub
Zoulikha Nasri,Morocco,1245185105,37.0,NORTHERN AFRICA,Start
Abdelaziz El Omari,Morocco,1168135452,37.0,NORTHERN AFRICA,Start
Ilyas El Omari,Morocco,1244051318,37.0,NORTHERN AFRICA,Stub
Abdellatif Ouahbi,Morocco,1244051321,37.0,NORTHERN AFRICA,Start
Chafik Rachadi,Morocco,1243833613,37.0,NORTHERN AFRICA,C
Abdelwahed Radi,Morocco,1244843050,37.0,NORTHERN AFRICA,Stub
Mohammed Sajid (politician),Morocco,1245188824,37.0,NORTHERN AFRICA,Stub
Sidi al-Ayachi,Morocco,1245187768,37.0,NORTHERN AFRICA,Start
Sidi Hamdi Ould Errachid,Morocco,1244051074,37.0,NORTHERN AFRICA,Start
Fathallah Sijilmassi,Morocco,1245187124,37.0,NORTHERN AFRICA,Start
Mohammed Allal Sinaceur,Morocco,1243832655,37.0,NORTHERN AFRICA,Start
Mohamed Hassan Ouazzani,Morocco,1245328779,37.0,NORTHERN AFRICA,Start
Nasser Zefzafi,Morocco,1249091080,37.0,NORTHERN AFRICA,C
Abdellatif Zeroual,Morocco,1244051612,37.0,NORTHERN AFRICA,Stub
Mohammed Ziane,Morocco,1245328571,37.0,NORTHERN AFRICA,C
Yassir Znagui,Morocco,1244051523,37.0,NORTHERN AFRICA,Stub
Brahim Zniber,Morocco,1250235910,37.0,NORTHERN AFRICA,C
Mário Albino,Mozambique,1042139227,33.9,EASTERN AFRICA,Start
Carlos Cardoso (journalist),Mozambique,1249355860,33.9,EASTERN AFRICA,Start
Afonso Dhlakama,Mozambique,1240532685,33.9,EASTERN AFRICA,C
Helder Francisco Malauene,Mozambique,1065685422,33.9,EASTERN AFRICA,Stub
Janet Mondlane,Mozambique,1246373216,33.9,EASTERN AFRICA,Start
Nyeleti Brooke Mondlane,Mozambique,1226211423,33.9,EASTERN AFRICA,Stub
Basilio Muhate,Mozambique,1246373223,33.9,EASTERN AFRICA,Stub
Murade Isaac Murargy,Mozambique,1041131952,33.9,EASTERN AFRICA,Stub
Antonio Augusto Eduardo Namburete,Mozambique,1232941744,33.9,EASTERN AFRICA,Start
Tomaz Salomão,Mozambique,1246373248,33.9,EASTERN AFRICA,Stub
Marcelino dos Santos,Mozambique,1246373256,33.9,EASTERN AFRICA,C
Stella da Graça Pinto Novo Zeca,Mozambique,1070241018,33.9,EASTERN AFRICA,Stub
Ben Africa,Namibia,1222863168,2.6,SOUTHERN AFRICA,Start
Hendrina Afrikaner,Namibia,1154144271,2.6,SOUTHERN AFRICA,Stub
Jager Afrikaner,Namibia,1229945721,2.6,SOUTHERN AFRICA,Start
Klaas Afrikaner,Namibia,1246430439,2.6,SOUTHERN AFRICA,Stub
Duminga Ndala,Namibia,1217984989,2.6,SOUTHERN AFRICA,Start
Esme Sophia Isaack,Namibia,1237419382,2.6,SOUTHERN AFRICA,Start
Dap Izaaks,Namibia,1194709273,2.6,SOUTHERN AFRICA,Stub
Gottlob Mbaukua,Namibia,1214738217,2.6,SOUTHERN AFRICA,Stub
John McNab,Namibia,1209744541,2.6,SOUTHERN AFRICA,Start
Maxie Minnaar,Namibia,1105191855,2.6,SOUTHERN AFRICA,Start
Nehale Mpingana,Namibia,1171515390,2.6,SOUTHERN AFRICA,Start
Manasse ǃNoreseb,Namibia,1015106908,2.6,SOUTHERN AFRICA,C
Abner Nuule,Namibia,1188297660,2.6,SOUTHERN AFRICA,Stub
Anna Shiweda,Namibia,1234683725,2.6,SOUTHERN AFRICA,Start
Thimoteus Tjamuaha,Namibia,1214738431,2.6,SOUTHERN AFRICA,Stub
Erastus Tjejamba,Namibia,1214738394,2.6,SOUTHERN AFRICA,Stub
Cornelius van Wyk,Namibia,1077993801,2.6,SOUTHERN AFRICA,Stub
Eben van Zijl,Namibia,1203276921,2.6,SOUTHERN AFRICA,Start
Chet Narayan Acharya,Nepal,1240717301,30.9,SOUTH ASIA,Stub
Sheikh Abul Kalam Azad (Nepali politician),Nepal,1246987820,30.9,SOUTH ASIA,C
Surya Bahadur KC,Nepal,1236558469,30.9,SOUTH ASIA,Stub
Mohan Baral,Nepal,1174999517,30.9,SOUTH ASIA,Stub
Gopal Kumar Basnet,Nepal,1189925024,30.9,SOUTH ASIA,Stub
Dhokal Singh Basnyat,Nepal,1223085375,30.9,SOUTH ASIA,Stub
Chakra Prasad Bastola,Nepal,1248275701,30.9,SOUTH ASIA,Start
Bedraj Singh,Nepal,1239549671,30.9,SOUTH ASIA,Stub
Ghanashyam Bhandari,Nepal,1241303409,30.9,SOUTH ASIA,Stub
Bhim Bahadur Bhandari,Nepal,1232672287,30.9,SOUTH ASIA,Stub
Mahendra Bahadur Bista,Nepal,1240109611,30.9,SOUTH ASIA,Stub
Narayan Prasad Dahal,Nepal,1241634031,30.9,SOUTH ASIA,Stub
Gagan Singh Bhandari,Nepal,1223075157,30.9,SOUTH ASIA,Start
Rajendra Laxmi Gaire,Nepal,1189923087,30.9,SOUTH ASIA,Stub
Harka Gurung,Nepal,1243223649,30.9,SOUTH ASIA,Start
Ram Chandra Jha,Nepal,1211204880,30.9,SOUTH ASIA,Start
Jhalak Bahadur Magar,Nepal,1241302999,30.9,SOUTH ASIA,Stub
Prem Bahadur Kansakar,Nepal,1206443756,30.9,SOUTH ASIA,C
Ek Raj Karki,Nepal,1241622160,30.9,SOUTH ASIA,Stub
Ratneshwar Lal Kayastha,Nepal,1130432472,30.9,SOUTH ASIA,Start
Rajanra KC,Nepal,1160122772,30.9,SOUTH ASIA,Stub
Bishal Khadka,Nepal,1210988854,30.9,SOUTH ASIA,Stub
Devi Khadka,Nepal,1243242828,30.9,SOUTH ASIA,Start
Yadunath Khanal,Nepal,1229751756,30.9,SOUTH ASIA,Start
Gore Bahadur Khapangi,Nepal,1220894158,30.9,SOUTH ASIA,Stub
Koili Devi Chaudhary,Nepal,1229219802,30.9,SOUTH ASIA,Stub
Krishna Kumar B.C.,Nepal,1152130342,30.9,SOUTH ASIA,Stub
Chiri Babu Maharjan,Nepal,1225880924,30.9,SOUTH ASIA,C
Gajraj Mishra,Nepal,1162142104,30.9,SOUTH ASIA,C
Nani Maiya Dahal,Nepal,1241969646,30.9,SOUTH ASIA,Start
Pande family,Nepal,1245985625,30.9,SOUTH ASIA,GA
Ganesh Pandey,Nepal,1229387790,30.9,SOUTH ASIA,Start
Leela Mani Paudyal,Nepal,1237921754,30.9,SOUTH ASIA,C
Khadga Bahadur Pokharel,Nepal,1153778069,30.9,SOUTH ASIA,Stub
Krishna Chandra Nepali Pokharel,Nepal,1239991520,30.9,SOUTH ASIA,C
Bidhyanath Pokhrel,Nepal,1249925702,30.9,SOUTH ASIA,Start
Vrajanath Poudyal,Nepal,1230206658,30.9,SOUTH ASIA,Start
Prakash Bahadur Deuba,Nepal,1151772869,30.9,SOUTH ASIA,Stub
Radhika Tamang,Nepal,1183662898,30.9,SOUTH ASIA,Stub
Laxman Rajbanshi,Nepal,1092220542,30.9,SOUTH ASIA,Stub
Dhir Shumsher Rana,Nepal,1236923553,30.9,SOUTH ASIA,FA
Diamond Shumsher Rana,Nepal,1213647742,30.9,SOUTH ASIA,Stub
Sanjay Kumar Mahato,Nepal,1238726493,30.9,SOUTH ASIA,Stub
Bam Shah,Nepal,1247940215,30.9,SOUTH ASIA,Start
Bishnu Pratap Shah,Nepal,1230592998,30.9,SOUTH ASIA,Start
Santoshi Shahi,Nepal,1241303141,30.9,SOUTH ASIA,Stub
Shukraraj Shastri,Nepal,1246626604,30.9,SOUTH ASIA,C
Sonam Gyalchhen Sherpa,Nepal,1095759552,30.9,SOUTH ASIA,Stub
Sanu Siva,Nepal,1232670643,30.9,SOUTH ASIA,Stub
Bhuwan Bahadur Sunar,Nepal,1095758222,30.9,SOUTH ASIA,Stub
Surya Raj Acharya,Nepal,1159727043,30.9,SOUTH ASIA,Start
Thapa dynasty,Nepal,1241023946,30.9,SOUTH ASIA,GA
Ranabir Singh Thapa,Nepal,1236926304,30.9,SOUTH ASIA,GA
Goma Devi Timilsina,Nepal,1151619454,30.9,SOUTH ASIA,Stub
Yagya Raj Joshi,Nepal,1240516482,30.9,SOUTH ASIA,Start
Dharma Ratna Yami,Nepal,1236294046,30.9,SOUTH ASIA,C
Guillermo Arce Castaño,Nicaragua,1112499974,6.8,CENTRAL AMERICA,Stub
Oscar Danilo Blandón,Nicaragua,1228542724,6.8,CENTRAL AMERICA,Start
José Francisco Cardenal,Nicaragua,1017388553,6.8,CENTRAL AMERICA,Start
Pedro Joaquín Chamorro Barrios,Nicaragua,1235600173,6.8,CENTRAL AMERICA,C
Juan Sebastián Chamorro,Nicaragua,1240734860,6.8,CENTRAL AMERICA,C
Edipcia Dubón,Nicaragua,1230517724,6.8,CENTRAL AMERICA,Start
Juan Espinosa (politician),Nicaragua,1229957977,6.8,CENTRAL AMERICA,Start
Luis Fley,Nicaragua,1241795833,6.8,CENTRAL AMERICA,Start
George Henriquez,Nicaragua,1235950449,6.8,CENTRAL AMERICA,C
Antonio Lacayo,Nicaragua,1238496892,6.8,CENTRAL AMERICA,Start
Miguel Larreynaga,Nicaragua,1229927077,6.8,CENTRAL AMERICA,Stub
Félix Maradiaga,Nicaragua,1218371987,6.8,CENTRAL AMERICA,C
Nadeska Cuthbert,Nicaragua,1231767190,6.8,CENTRAL AMERICA,Start
Paul Oquist,Nicaragua,1176191073,6.8,CENTRAL AMERICA,Start
Guillermo Daniel Ortega Reyes,Nicaragua,1216080109,6.8,CENTRAL AMERICA,Stub
Maximino Rodríguez Martínez,Nicaragua,1163183225,6.8,CENTRAL AMERICA,Stub
Aliyu Sabi Abdullahi,Nigeria,1249042452,223.8,WESTERN AFRICA,Start
Mohammed Hassan Abdullahi,Nigeria,1182931622,223.8,WESTERN AFRICA,C
Saidu Musa Abdullahi,Nigeria,1250601335,223.8,WESTERN AFRICA,Start
Shuaib Oba Abdulraheem,Nigeria,1246086159,223.8,WESTERN AFRICA,Start
AbdulRahman AbdulRazaq,Nigeria,1250092836,223.8,WESTERN AFRICA,C
Julius Abure,Nigeria,1246413584,223.8,WESTERN AFRICA,Start
Joe Acha,Nigeria,1246220433,223.8,WESTERN AFRICA,Start
Stephen Makoji Achema,Nigeria,1176790138,223.8,WESTERN AFRICA,Stub
Tajudeen Adeyemi Adefisoye,Nigeria,1127044782,223.8,WESTERN AFRICA,Start
Lateef Adegbite,Nigeria,1247122505,223.8,WESTERN AFRICA,GA
Busari Adelakun,Nigeria,1215434038,223.8,WESTERN AFRICA,Start
Adedeji Adeleke,Nigeria,1241186305,223.8,WESTERN AFRICA,Stub
Adelere Adeyemi Oriolowo,Nigeria,1217429640,223.8,WESTERN AFRICA,Start
Akinwumi Adesina,Nigeria,1246502980,223.8,WESTERN AFRICA,C
Samuel Adesina,Nigeria,1173870499,223.8,WESTERN AFRICA,Stub
Stephen Adewale,Nigeria,1244660968,223.8,WESTERN AFRICA,Start
Malik Ado-Ibrahim,Nigeria,1225494111,223.8,WESTERN AFRICA,Start
Philip Agbese,Nigeria,1247028738,223.8,WESTERN AFRICA,Stub
Michael Ajegbo,Nigeria,1144112517,223.8,WESTERN AFRICA,Start
Abiola Ajimobi,Nigeria,1243007525,223.8,WESTERN AFRICA,C
Princess Pat Ajudua,Nigeria,1224579746,223.8,WESTERN AFRICA,Start
Kayode Ajulo,Nigeria,1250441949,223.8,WESTERN AFRICA,C
Christopher Pere Ajuwa,Nigeria,1244830459,223.8,WESTERN AFRICA,C
Janet Akinrinade,Nigeria,1191877008,223.8,WESTERN AFRICA,Start
Oloye Akin Alabi,Nigeria,1244486498,223.8,WESTERN AFRICA,C
Timi Alaibe,Nigeria,1244807145,223.8,WESTERN AFRICA,C
Tayo Alasoadura,Nigeria,1224409517,223.8,WESTERN AFRICA,Start
Alhaji Idi Farouk,Nigeria,1249041934,223.8,WESTERN AFRICA,Start
Ali Isa,Nigeria,1240307688,223.8,WESTERN AFRICA,Start
Zainab Abubakar Alman,Nigeria,1220763279,223.8,WESTERN AFRICA,Start
William Nwankwo Alo,Nigeria,1231515204,223.8,WESTERN AFRICA,C
Temitope Aluko,Nigeria,1206822680,223.8,WESTERN AFRICA,Start
Akinwunmi Ambode,Nigeria,1246220569,223.8,WESTERN AFRICA,C
Chima Anyaso,Nigeria,1126818356,223.8,WESTERN AFRICA,Stub
Benjamin Anyene,Nigeria,1242620558,223.8,WESTERN AFRICA,Start
Patrick Asadu,Nigeria,1236133136,223.8,WESTERN AFRICA,Stub
Dapo Folorunsho Asaju,Nigeria,1249147332,223.8,WESTERN AFRICA,Start
Tony Ene Asuquo,Nigeria,1246548727,223.8,WESTERN AFRICA,Stub
Chris Ayebusiwa,Nigeria,1239442745,223.8,WESTERN AFRICA,Start
